id,title,price,location,image_url,product_url
65,Chiot Berger allemand,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5439144
66,Chiot Bichon maltes,180000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5435956_uploaded_image1_1753216215.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltes-5435956
67,Chiots Berger allemand,180000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5429666
68,Chiot Berger Allemand,150000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5387119_uploaded_image2_1750623407.jpeg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5387119
69,Bichon maltaise,150000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5386842_uploaded_image1_1750611237.jpg,https://sn.coinafrique.com/annonce/chiens/bichon-maltaise-5386842
70,Chien Boerboell,650000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5386827_uploaded_image1_1750610656.jpg,https://sn.coinafrique.com/annonce/chiens/chien-boerboell-5386827
71,Chiot Berger allemand,170.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5425744_uploaded_image1_1752657035.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5425744
72,Chiots Cane Corso,400000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5400421_uploaded_image1_1751373309.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5400421
73,Chiot Husky,300000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5397542_uploaded_image1_1751222051.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397542
75,Berger Malinois Métis,200000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5389289_uploaded_image1_1750742046.jpg,https://sn.coinafrique.com/annonce/chiens/berger-malinois-metis-5389289
76,Chiot Husky male,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5385417_uploaded_image1_1750511517.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-husky-male-5385417
77,Chiot Berger malinois,300000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5384862_uploaded_image1_1750465161.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5384862
78,Chiots Bichons Maltais,150000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5383547_uploaded_image1_1750415126.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5383547
80,Chiot Berger Allemand,160000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5379204_uploaded_image1_1750179653.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379204
81,Chiots Bichons maltais,150000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5377145
82,Chiot Berger allemand,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5376933_uploaded_image1_1750077698.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5376933
84,Métisse rock berger,75000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_5360685_uploaded_image1_1749060096.06.jpeg,https://sn.coinafrique.com/annonce/chiens/metisse-rock-berger-5360685
85,Husky et Rotweiller,300000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5357616_uploaded_image1_1748916757.jpg,https://sn.coinafrique.com/annonce/chiens/husky-et-rotweiller-5357616
86,Chiots bichon,200000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_5357093_uploaded_image1_1748892640.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-bichon-5357093
88,Chiot Américain,200.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5353266_uploaded_image1_1748682865.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-americain-5353266
89,Chiots Berger Allemand,175000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5352744_uploaded_image2_1748635949.jpeg,https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5352744
90,Chiots Husky,300000.0,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5341514_uploaded_image1_1747985445.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-husky-5341514
91,Chien,130000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5341402_uploaded_image1_1747971696.jpg,https://sn.coinafrique.com/annonce/chiens/chien-5341402
93,Berger Allemand,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5340528_uploaded_image1_1747919294.jpg,https://sn.coinafrique.com/annonce/chiens/berger-allemand-5340528
94,Chiot Boerboul,275.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5338244_uploaded_image1_1747822800.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-boerboul-5338244
95,Chiot Berger Allemand,250000.0,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_5336125_uploaded_image1_1747687556.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5336125
96,Chiot Pitbull Terrier,250000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5335882_uploaded_image1_1747679076.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5335882
97,Chien de salon,150000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5332506_uploaded_image1_1747475557.jpg,https://sn.coinafrique.com/annonce/chiens/chien-de-salon-5332506
98,Chiot Husky,300000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5328800_uploaded_image1_1747289408.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-husky-5328800
99,Chiot Bichon Havanais,150000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5326499_uploaded_image1_1747172729.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5326499
100,Chiot Spitz Nain,800000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5326291_uploaded_image1_1747165396.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-5326291
101,Chiot Bichon Maltais,115000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5326102_uploaded_image1_1747153443.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5326102
105,Chiot Berger Allemand,150000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5321695_uploaded_image1_1746899509.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5321695
106,Chiot Rotweiller,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5321351_uploaded_image1_1746881645.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-5321351
108,Chiot Berger allemand,200000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5317080_uploaded_image1_1746680060.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5317080
109,Chiots Labradors,120000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5316749_uploaded_image1_1746650873.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5316749
110,Vente Berger Femelle,400.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5305053_uploaded_image1_1746020493.jpg,https://sn.coinafrique.com/annonce/chiens/vente-berger-femelle-5305053
112,Chiot,380000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5302773_uploaded_image1_1745911831.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-5302773
113,Chiot femelle cane corso,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5299584_uploaded_image1_1745674318.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-femelle-cane-corso-5299584
114,Chiot Berger Allemand,200000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5298958_uploaded_image1_1745627639.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5298958
116,Chiot Berger allemand,250000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5290700_uploaded_image1_1745194550.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5290700
118,Chiot Bichon Havanais,150000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5272964_uploaded_image2_1744165161.jpeg,https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5272964
119,Chiot Berger Allemand,150000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5268192_uploaded_image1_1743934250.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5268192
122,Chiots Pitbull,150000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5253443_uploaded_image1_1743081531.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-5253443
123,Chiots Husky,200000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5253441_uploaded_image1_1743081336.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-husky-5253441
127,Chiots  Cane Corso,400000.0,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5243684_uploaded_image1_1742560976.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5243684
128,Chiots Berger Allemand,300000.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5228717_uploaded_image1_1741792512.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5228717
129,Chiots,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5222994_uploaded_image1_1741542631.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-5222994
132,Chiot Berger Allemand,150000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5222675_uploaded_image1_1741529199.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5222675
133,Chiot Bichon Maltais,175000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5221815_uploaded_image2_1741461038.jpeg,https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5221815
134,Chiot Malinois,250000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5213981_uploaded_image1_1741092394.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5213981
135,Chiot Rott,300000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5213979_uploaded_image1_1741092307.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-rott-5213979
136,Chiot Bichons Havanais,130000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5199916_uploaded_image1_1740355901.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-bichons-havanais-5199916
137,Chiot Berger Allemand,400000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5199105_uploaded_image1_1740305314.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5199105
138,Chiot Rott,200000.0,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_5192129_uploaded_image1_1739908831.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-rott-5192129
140,Chiot Berger Allemand,130000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5186005_uploaded_image1_1739548062.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5186005
142,Chiot Rottweiler,350000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5161997_uploaded_image1_1738308372.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997
143,Chiots Doberman,400000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454
144,Chien Rottewaler,300000.0,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5155571_uploaded_image1_1737992590.jpg,https://sn.coinafrique.com/annonce/chiens/chien-rottewaler-5155571
146,Chiots Bichons,175000.0,"Mamelles, Dakar, Sénégal",https://images.coinafrique.com/thumb_5133780_uploaded_image1_1736845188.jpg,https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780
147,Chiot Berger Allemand,130000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922
148,Chiot Berger Allemand,250000.0,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5127074_uploaded_image1_1736431592.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074
149,Chien,275.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg,https://sn.coinafrique.com/annonce/chiens/chien-5124976
150,Chiot Berger Allemand,210000.0,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5114394
153,Chiot Bichon Maltais,80000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085599
154,Chiot Bichon Maltais,80000.0,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5085597_uploaded_image1_1733856273.jpg,https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085597
