title,price,location,image,url
Chiot Bichon Maltais,80000,"Sicap Liberté, Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085579
Berger malinois,250000,"Mbao, Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/berger-malinois-5078573
Femelle berger allemand 4 mois,Prixsurdemande,"Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/femelle-berger-allemand-4-mois-5065991
Caniche mâle,650000,"Almadies 2, Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/caniche-male-5054275
Chiot chihuahuas,250000,"Sicap Liberté, Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiot-chihuahuas-5045245
Chiot Rottweiler,300000,"Mbao, Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5044649
Chiot Husky,Prixsurdemande,"Point E, Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiot-husky-5028791
Chiot Berger Allemand,350000,"Guediawaye, Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5016564
Chiots Berger Allemand,250000,"Saint Louis, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5013765
Chiot Berger Allemand,130000,"Niaga, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5006641
Chiot Rottweiler,250,"Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5004868
Chiots labrador pure race,Prixsurdemande,"Mbao, Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiots-labrador-pure-race-5002785
Chiots Bichon Maltais,Prixsurdemande,"Dakar, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-5002622
Berger allemand femelle,155000,"Diamniadio, Sénégal",https://static.coinafrique.com/static/images/profil.png,https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4996897
