web_scraper_order,web_scraper_start_url,container_link,name,price,location,image
"1765228135-162","http://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chien-5341402","Chien","130 000 CFA","Almadies, Dakar, Sénégal",""
"1765228139-163","http://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-husky-5341514","Chiots Husky","300 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1765228141-164","http://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5352744","Chiots Berger Allemand","175 000 CFA","Mbao, Dakar, Sénégal",""
"1765228144-165","http://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-americain-5353266","Chiot Américain","200 CFA","Thies, Sénégal",""
"1765228146-166","http://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-bouvier-bernois-5356412","Chiots Bouvier Bernois","Prix sur demande","Almadies 2, Dakar, Sénégal",""
"1765228149-167","http://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-5357093","Chiots bichon","200 000 CFA","Mamelles, Dakar, Sénégal",""
"1765228151-168","http://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/husky-et-rotweiller-5357616","Husky et Rotweiller","300 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228156-169","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/metisse-rock-berger-5360685","Métisse rock berger","75 000 CFA","Mamelles, Dakar, Sénégal",""
"1765228159-170","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-malamute-pure-5368072","Chiots malamute pure","Prix sur demande","Almadies 2, Dakar, Sénégal",""
"1765228161-171","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5376933","Chiot Berger allemand","150 000 CFA","Pikine, Sénégal",""
"1765228164-172","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5377145","Chiots Bichons maltais","150 000 CFA","Dakar, Sénégal",""
"1765228166-173","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379204","Chiot Berger Allemand","160 000 CFA","Dakar, Sénégal",""
"1765228168-174","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379393","Chiot Berger Allemand","Prix sur demande","Dakar, Sénégal",""
"1765228171-175","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5383547","Chiots Bichons Maltais","150 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765228173-176","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5384862","Chiot Berger malinois","300 000 CFA","Rufisque, Sénégal",""
"1765228176-177","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-male-5385417","Chiot Husky male","350 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228178-178","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/berger-malinois-metis-5389289","Berger Malinois Métis","200 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228181-179","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397530","Chiot Husky","Prix sur demande","Pikine, Sénégal",""
"1765228184-180","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397542","Chiot Husky","300 000 CFA","Ouakam, Dakar, Sénégal",""
"1765228186-181","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5400421","Chiots Cane Corso","400 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765228189-182","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5425744","Chiot Berger allemand","170 CFA","Pikine, Sénégal",""
"1765228191-183","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chien-boerboell-5386827","Chien Boerboell","650 000 CFA","HLM, Dakar, Sénégal",""
"1765228193-184","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/bichon-maltaise-5386842","Bichon maltaise","150 000 CFA","HLM, Dakar, Sénégal",""
"1765228196-185","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5387119","Chiot Berger Allemand","150 000 CFA","HLM, Dakar, Sénégal",""
"1765228198-186","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5429666","Chiots Berger allemand","180 000 CFA","Keur Massar, Sénégal",""
"1765228201-187","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltes-5435956","Chiot Bichon maltes","180 000 CFA","HLM, Dakar, Sénégal",""
"1765228203-188","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5439144","Chiot Berger allemand","150 000 CFA","Pikine, Sénégal",""
"1765228206-189","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5443216","Chiot Berger Allemand","120 000 CFA","Lac rose, Sénégal",""
"1765228208-190","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5453153","Chiot Rottweiler","290 000 CFA","Pikine, Sénégal",""
"1765228210-191","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-de-parents-importes-de-bordeaux-france-5455656","Chiots malinois de parents importés de bordeaux france","250 000 CFA","Thies, Sénégal",""
"1765228213-192","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5456601","Chiot Husky","350 000 CFA","Pikine, Sénégal",""
"1765228215-193","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5462776","Chiot Malinois","300 000 CFA","Mbao, Dakar, Sénégal",""
"1765228218-194","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5463567","Chiots Berger allemend","150 000 CFA","Thies, Sénégal",""
"1765228220-195","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5463584","Chiots Berger allemend","150 000 CFA","Thies, Sénégal",""
"1765228222-196","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-5463591","Chiots Berger","150 000 CFA","Thies, Sénégal",""
"1765228225-197","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-spizt-5464950","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal",""
"1765228227-198","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-hamster-syrien-5465432","Chiot Hamster syrien","5 000 CFA","Almadies, Dakar, Sénégal",""
"1765228230-199","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chat-siamois-5465444","Chat siamois","100 000 CFA","Almadies, Dakar, Sénégal",""
"1765228232-200","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5466408","Chiots Berger Allemand","150 000 CFA","Saint Louis, Sénégal",""
"1765228234-201","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5467125","Chiot Berger allemand","250 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765228237-202","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5468013","Chiot Malinois","150 000 CFA","Sipres, Dakar, Sénégal",""
"1765228239-203","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/bichons-male-5431028","bichons mâle","150 000 CFA","Dakar, Sénégal",""
"1765228242-204","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5474603","Chiot Bichon","200 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228244-205","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5480457","Chiot Rottweiler","300 000 CFA","Pikine, Sénégal",""
"1765228246-206","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/bichon-noir-5482763","Bichon noir","130 000 CFA","Dakar, Sénégal",""
"1765228249-207","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5486097","Chiot Rottweiler","400 000 CFA","Pikine, Sénégal",""
"1765228251-208","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5487110","Chiots Berger Allemand","350 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228253-209","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chien-bichons-5489184","Chien  bichons","450 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1765228256-210","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489540","Chiots Labradors","300 000 CFA","Guediawaye, Dakar, Sénégal",""
"1765228258-211","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489586","Chiots Labradors","300 000 CFA","Guediawaye, Dakar, Sénégal",""
"1765228261-212","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-grand-gabarit-5490358","Chiot Berger allemand grand gabarit","350 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228263-213","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5491012","Chiots Berger Allemand","Prix sur demande","Thies, Sénégal",""
"1765228265-214","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5492262","Chiots Berger Allemand","200 000 CFA","Almadies 2, Dakar, Sénégal",""
"1765228268-215","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-havanais-5498808","Chiots Bichons Havanais","130 000 CFA","Ouakam, Dakar, Sénégal",""
"1765228270-216","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5506845","Chiot Malinois","250 CFA","Pikine, Sénégal",""
"1765228272-217","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5507784","Chiot Berger allemand","350 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228275-218","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5512296","Chiot Pitbull","150 CFA","Thies, Sénégal",""
"1765228277-219","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-5516813","Chiot","100 000 CFA","Thies, Sénégal",""
"1765228279-220","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5521237","Chiot Bichon","200 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228282-221","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5524392","Chiot Rottweiler","250 000 CFA","Pikine, Sénégal",""
"1765228284-222","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5524610","Chiot  Husky","350 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228287-223","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-5524708","Chiot Boerboel","375 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765228289-224","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5528337","Chiot pitbull","100 000 CFA","Thies, Sénégal",""
"1765228291-225","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5528346","Chiot pitbull","Prix sur demande","Thies, Sénégal",""
"1765228294-226","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/husky-pur-sang-femelle-5528570","Husky pur sang femelle","250 000 CFA","Ouakam, Dakar, Sénégal",""
"1765228296-227","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-nain-5530652","Chiot Bichon nain","200 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765228299-228","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/croquettes-pour-chiens-5537867","Croquettes pour chiens","28 000 CFA","Ouakam, Dakar, Sénégal",""
"1765228301-229","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-golden-retriever-5540468","Chiot Golden Retriever","Prix sur demande","Almadies 2, Dakar, Sénégal",""
"1765228304-230","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5550994","Chiot Labrador","450 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765228306-231","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5560003","Chiots Berger Allemand","130 000 CFA","Diamniadio, Sénégal",""
"1765228309-232","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-vaccine-5560240","Chiot Husky Sibérien vacciné","400 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765228311-233","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5563010","Chiot Berger Allemand","300 000 CFA","Dakar, Sénégal",""
"1765228314-234","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-presa-canario-5565180","Chiot Presa Canario","650 000 CFA","Thies, Sénégal",""
"1765228316-235","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-frise-5572179","Bichon Maltais frisé","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1765228318-236","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5575546","Chiot Berger Allemand","250 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1765228321-237","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-american-5579814","Chiot American","170 CFA","Thies, Sénégal",""
"1765228323-238","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5599056","Chiot Pitbull","Prix sur demande","Hann Bel-Air, Dakar, Sénégal",""
"1765228326-239","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5601862","Chiot Bichon maltais","125 000 CFA","Mariste, Dakar, Sénégal",""
"1765228328-240","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5603738","Chiot Labrador","400 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765228330-241","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-tricolor-5610458","Chiot Pitbull Tricolor","120 000 CFA","Thies, Sénégal",""
"1765228333-242","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-5613212","Chiot","70 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1765228336-243","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/berger-belge-malinois-5616008","Berger Belge Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal",""
"1765228338-244","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-border-collie-5616729","Chiots Border Collie","140 000 CFA","Almadies, Dakar, Sénégal",""
"1765228341-245","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5616738","Chiot Malinois","125 000 CFA","Mbao, Dakar, Sénégal",""
"1765228343-246","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/parfum-presa-canario-5617572","Parfum Presa Canario","Prix sur demande","Thies, Sénégal",""
"1765228345-247","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5621149","Chiot Husky","350 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1765228348-248","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5628715","Chiot Berger Malinois","150 000 CFA","Almadies 2, Dakar, Sénégal",""
"1765228350-249","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5628892","Chiot Malinois","200 000 CFA","Dakar, Sénégal",""
"1765228353-250","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-retriever-5640905","Chiots Labradors Retriever","300 000 CFA","Guediawaye, Dakar, Sénégal",""
"1765228355-251","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5644579","Chiot Bichon Maltais","100 000 CFA","Almadies, Dakar, Sénégal",""
"1765228357-252","http://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/berger-malinois-charbonner-5649558","Berger malinois charbonner","250 CFA","Thies, Sénégal",""
